epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
22,8699,,,0.6640625,0.6021161675453186,,
22,8749,,,0.625,0.6035746335983276,,
22,8799,,,0.625,0.6113860011100769,,
22,8849,,,0.8046875,0.5515141487121582,,
22,8899,,,0.671875,0.6034802198410034,,
22,8949,,,0.640625,0.6353412866592407,,
22,8999,,,0.671875,0.610341489315033,,
22,9049,,,0.6328125,0.6203472018241882,,
22,9061,,,,,0.6668517589569092,0.5998148918151855
23,9099,,,0.6875,0.6167482733726501,,
23,9149,,,0.625,0.615591824054718,,
23,9199,,,0.65625,0.601917028427124,,
23,9249,,,0.6640625,0.5937943458557129,,
23,9299,,,0.65625,0.5992666482925415,,
23,9349,,,0.734375,0.5624962449073792,,
23,9399,,,0.6328125,0.5852773785591125,,
23,9449,,,0.703125,0.5945936441421509,,
23,9455,,,,,0.6845758557319641,0.5987095236778259
24,9499,,,0.6328125,0.6149139404296875,,
24,9549,,,0.625,0.6195230484008789,,
24,9599,,,0.625,0.6186466813087463,,
24,9649,,,0.671875,0.5895315408706665,,
24,9699,,,0.625,0.6085581183433533,,
24,9749,,,0.65625,0.6059328317642212,,
24,9799,,,0.65625,0.6182560920715332,,
24,9849,,,0.6134454011917114,0.5997353196144104,,
24,9849,,,,,0.6633809804916382,0.5976231694221497
25,9899,,,0.703125,0.6085864901542664,,
25,9949,,,0.6640625,0.5959466695785522,,
25,9999,,,0.6875,0.6021361351013184,,
25,10049,,,0.6875,0.6087067723274231,,
25,10099,,,0.7109375,0.572289228439331,,
25,10149,,,0.703125,0.6013830900192261,,
25,10199,,,0.7734375,0.5574108362197876,,
25,10243,,,,,0.6993845105171204,0.596267580986023
26,10249,,,0.6875,0.6058175563812256,,
26,10299,,,0.6796875,0.6074644327163696,,
26,10349,,,0.59375,0.6116880774497986,,
26,10399,,,0.796875,0.5701314806938171,,
26,10449,,,0.6796875,0.5795992612838745,,
26,10499,,,0.6484375,0.6379001140594482,,
26,10549,,,0.5859375,0.6436632871627808,,
26,10599,,,0.6953125,0.5778943300247192,,
26,10637,,,,,0.7048451900482178,0.5951180458068848
27,10649,,,0.6171875,0.5977462530136108,,
27,10699,,,0.734375,0.5750855207443237,,
27,10749,,,0.7109375,0.5706988573074341,,
27,10799,,,0.6875,0.6254753470420837,,
27,10849,,,0.6796875,0.6140941381454468,,
27,10899,,,0.6640625,0.6072095036506653,,
27,10949,,,0.765625,0.5572021007537842,,
27,10999,,,0.71875,0.5982140302658081,,
27,11031,,,,,0.7110925912857056,0.596190869808197
28,11049,,,0.6171875,0.61700439453125,,
28,11099,,,0.625,0.6313072443008423,,
28,11149,,,0.734375,0.5564758777618408,,
28,11199,,,0.6484375,0.6058510541915894,,
28,11249,,,0.6328125,0.6126024127006531,,
28,11299,,,0.6953125,0.619112491607666,,
28,11349,,,0.6640625,0.6115856170654297,,
28,11399,,,0.7109375,0.5804448127746582,,
28,11425,,,,,0.6722199320793152,0.5930959582328796
29,11449,,,0.6953125,0.5739080905914307,,
29,11499,,,0.75,0.5646636486053467,,
29,11549,,,0.671875,0.5867652893066406,,
29,11599,,,0.6796875,0.6192147135734558,,
29,11649,,,0.6796875,0.5779293775558472,,
29,11699,,,0.6328125,0.604042112827301,,
29,11749,,,0.734375,0.557391881942749,,
29,11799,,,0.640625,0.6027977466583252,,
29,11819,,,,,0.7022073864936829,0.5914429426193237
30,11849,,,0.75,0.5561773777008057,,
30,11899,,,0.65625,0.589264988899231,,
30,11949,,,0.7421875,0.5720884799957275,,
30,11999,,,0.6953125,0.6000546216964722,,
30,12049,,,0.6875,0.6122567653656006,,
30,12099,,,0.78125,0.5550973415374756,,
30,12149,,,0.6875,0.59787517786026,,
30,12199,,,0.71875,0.5960848331451416,,
30,12213,,,,,0.7106298208236694,0.5903563499450684
31,12249,,,0.859375,0.5499512553215027,,
31,12299,,,0.6953125,0.6219303607940674,,
31,12349,,,0.7265625,0.6034438014030457,,
31,12399,,,0.71875,0.591806948184967,,
31,12449,,,0.703125,0.6063733100891113,,
31,12499,,,0.734375,0.5853835940361023,,
31,12549,,,0.6875,0.6022875308990479,,
31,12599,,,0.7109375,0.5983331203460693,,
31,12607,,,,,0.711138904094696,0.5891794562339783
32,12649,,,0.6328125,0.6106652021408081,,
32,12699,,,0.6953125,0.6100770235061646,,
32,12749,,,0.734375,0.5997401475906372,,
32,12799,,,0.6015625,0.6177151799201965,,
32,12849,,,0.71875,0.5951799154281616,,
32,12899,,,0.765625,0.5742274522781372,,
32,12949,,,0.765625,0.5594027638435364,,
32,12999,,,0.6640625,0.5885953903198242,,
32,13001,,,,,0.6742560863494873,0.5898654460906982
33,13049,,,0.640625,0.6158843040466309,,
33,13099,,,0.7109375,0.5746430158615112,,
33,13149,,,0.7421875,0.5899989008903503,,
33,13199,,,0.796875,0.5561820864677429,,
33,13249,,,0.7734375,0.5605835914611816,,
33,13299,,,0.7265625,0.5799820423126221,,
33,13349,,,0.71875,0.6007346510887146,,
33,13395,,,,,0.7029015421867371,0.5876230597496033
34,13399,,,0.765625,0.5578033924102783,,
34,13449,,,0.6953125,0.5719072222709656,,
34,13499,,,0.671875,0.611128032207489,,
34,13549,,,0.71875,0.5906857252120972,,
34,13599,,,0.8203125,0.5436381697654724,,
34,13649,,,0.71875,0.589846134185791,,
34,13699,,,0.75,0.5858408212661743,,
34,13749,,,0.6875,0.5995182991027832,,
34,13789,,,,,0.7155351638793945,0.5860245227813721
35,13799,,,0.7109375,0.5986367464065552,,
35,13849,,,0.6953125,0.6127421855926514,,
35,13899,,,0.75,0.5688971281051636,,
35,13949,,,0.671875,0.5990678668022156,,
35,13999,,,0.7421875,0.5961889028549194,,
35,14049,,,0.6953125,0.6204755306243896,,
35,14099,,,0.71875,0.6009933352470398,,
35,14149,,,0.7109375,0.5878247618675232,,
35,14183,,,,,0.7163681983947754,0.584983229637146
36,14199,,,0.7109375,0.5876673460006714,,
36,14249,,,0.7265625,0.577049732208252,,
36,14299,,,0.7734375,0.564724326133728,,
36,14349,,,0.6640625,0.5983810424804688,,
36,14399,,,0.7890625,0.5722219944000244,,
36,14449,,,0.703125,0.5928462743759155,,
36,14499,,,0.625,0.6174170970916748,,
36,14549,,,0.7421875,0.5707396268844604,,
36,14577,,,,,0.7196075916290283,0.5842763185501099
37,14599,,,0.671875,0.602623462677002,,
37,14649,,,0.8046875,0.5420386791229248,,
37,14699,,,0.75,0.5780091285705566,,
37,14749,,,0.7734375,0.5570189952850342,,
37,14799,,,0.7578125,0.5641226768493652,,
37,14849,,,0.8046875,0.5595241785049438,,
37,14899,,,0.703125,0.5923197269439697,,
37,14949,,,0.7421875,0.5607365965843201,,
37,14971,,,,,0.7220602631568909,0.5848891735076904
38,14999,,,0.7265625,0.5755795240402222,,
38,15049,,,0.7109375,0.5894030928611755,,
38,15099,,,0.6953125,0.595493733882904,,
38,15149,,,0.7265625,0.5652744174003601,,
38,15199,,,0.7265625,0.5909162163734436,,
38,15249,,,0.703125,0.5770589709281921,,
38,15299,,,0.78125,0.5577282905578613,,
38,15349,,,0.703125,0.5780021548271179,,
38,15365,,,,,0.7162293195724487,0.5824688673019409
39,15399,,,0.7578125,0.5792419910430908,,
39,15449,,,0.703125,0.5783964395523071,,
39,15499,,,0.703125,0.583640456199646,,
39,15549,,,0.71875,0.5957417488098145,,
39,15599,,,0.6875,0.5946276187896729,,
39,15649,,,0.7109375,0.5662389993667603,,
39,15699,,,0.765625,0.5697944760322571,,
39,15749,,,0.703125,0.5929905772209167,,
39,15759,,,,,0.7178490161895752,0.5814204812049866
40,15799,,,0.65625,0.6150779128074646,,
40,15849,,,0.7421875,0.5834778547286987,,
40,15899,,,0.7578125,0.5617698431015015,,
40,15949,,,0.796875,0.5600831508636475,,
40,15999,,,0.640625,0.6233987212181091,,
40,16049,,,0.765625,0.5540761947631836,,
40,16099,,,0.75,0.5721621513366699,,
40,16149,,,0.7109375,0.585526704788208,,
40,16153,,,,,0.718682050704956,0.5805481672286987
41,16199,,,0.6484375,0.6033205986022949,,
41,16249,,,0.6796875,0.5893039703369141,,
41,16299,,,0.6796875,0.6079348921775818,,
41,16349,,,0.7578125,0.5630915760993958,,
41,16399,,,0.7265625,0.607751190662384,,
41,16449,,,0.78125,0.5802093744277954,,
41,16499,,,0.734375,0.5872145891189575,,
41,16547,,,,,0.720255434513092,0.5797250270843506
42,16549,,,0.6875,0.5746816396713257,,
42,16599,,,0.71875,0.6058894395828247,,
42,16649,,,0.7265625,0.5811829566955566,,
42,16699,,,0.78125,0.5635715126991272,,
42,16749,,,0.765625,0.5617942810058594,,
42,16799,,,0.703125,0.5976395606994629,,
42,16849,,,0.7109375,0.5909262299537659,,
42,16899,,,0.765625,0.5634908676147461,,
42,16941,,,,,0.7218751311302185,0.5787335634231567
43,16949,,,0.7421875,0.5747119784355164,,
43,16999,,,0.7578125,0.5670890212059021,,
43,17049,,,0.7890625,0.5586158037185669,,
43,17099,,,0.7578125,0.5676941871643066,,
43,17149,,,0.7109375,0.5992384552955627,,
43,17199,,,0.796875,0.5242441892623901,,
43,17249,,,0.7265625,0.5629323720932007,,
43,17299,,,0.7578125,0.567747175693512,,
43,17335,,,,,0.7240039110183716,0.5804633498191833
44,17349,,,0.7109375,0.5691611170768738,,
44,17399,,,0.734375,0.5782737135887146,,
44,17449,,,0.703125,0.6070123910903931,,
44,17499,,,0.734375,0.5948456525802612,,
44,17549,,,0.65625,0.6072462797164917,,
44,17599,,,0.78125,0.5590571165084839,,
44,17649,,,0.6875,0.5928024053573608,,
44,17699,,,0.671875,0.603914737701416,,
44,17729,,,,,0.7248831391334534,0.5782179832458496
45,17749,,,0.7578125,0.5308300256729126,,
45,17799,,,0.734375,0.5547857880592346,,
45,17849,,,0.765625,0.5580248832702637,,
45,17899,,,0.734375,0.5696989893913269,,
45,17949,,,0.734375,0.5739621520042419,,
45,17999,,,0.6875,0.5860291719436646,,
45,18049,,,0.734375,0.5725423097610474,,
45,18099,,,0.7578125,0.5537486672401428,,
45,18123,,,,,0.7240039110183716,0.5766122341156006
46,18149,,,0.6953125,0.610990583896637,,
46,18199,,,0.7421875,0.5614075660705566,,
46,18249,,,0.7109375,0.594873309135437,,
46,18299,,,0.7421875,0.5620992183685303,,
46,18349,,,0.703125,0.5746886134147644,,
46,18399,,,0.7421875,0.548218846321106,,
46,18449,,,0.7421875,0.5654892325401306,,
46,18499,,,0.7578125,0.5577670335769653,,
46,18517,,,,,0.7230783700942993,0.5758053064346313
47,18549,,,0.7578125,0.5697258114814758,,
47,18599,,,0.7265625,0.5818609595298767,,
47,18649,,,0.734375,0.5917516946792603,,
47,18699,,,0.71875,0.574475884437561,,
47,18749,,,0.6953125,0.5879529118537903,,
47,18799,,,0.734375,0.5726908445358276,,
47,18849,,,0.6875,0.5807141661643982,,
47,18899,,,0.71875,0.5777498483657837,,
47,18911,,,,,0.7197000980377197,0.5760771632194519
48,18949,,,0.75,0.5552984476089478,,
48,18999,,,0.6953125,0.6055090427398682,,
48,19049,,,0.6796875,0.5709050297737122,,
48,19099,,,0.75,0.5590640306472778,,
48,19149,,,0.8203125,0.5598850846290588,,
48,19199,,,0.7578125,0.5651775598526001,,
48,19249,,,0.6875,0.5921106338500977,,
48,19299,,,0.765625,0.5465547442436218,,
48,19305,,,,,0.7273821234703064,0.5765748620033264
49,19349,,,0.671875,0.6018389463424683,,
49,19399,,,0.7578125,0.5533198714256287,,
49,19449,,,0.75,0.5598020553588867,,
49,19499,,,0.7578125,0.5570605993270874,,
49,19549,,,0.6796875,0.6079751253128052,,
49,19599,,,0.71875,0.582478404045105,,
49,19649,,,0.7421875,0.5775102376937866,,
49,19699,,,0.6554622054100037,0.607971727848053,,
49,19699,,,,,0.7239575982093811,0.5739114284515381
50,19749,,,0.7265625,0.568652331829071,,
50,19799,,,0.8046875,0.5312809944152832,,
50,19849,,,0.6796875,0.5759651064872742,,
50,19899,,,0.7734375,0.5467572212219238,,
50,19949,,,0.7109375,0.582520604133606,,
50,19999,,,0.6953125,0.6033264994621277,,
50,20049,,,0.734375,0.5655837059020996,,
50,20093,,,,,0.721921443939209,0.5738009214401245
51,20099,,,0.75,0.5694144368171692,,
51,20149,,,0.75,0.5526765584945679,,
51,20199,,,0.75,0.5646416544914246,,
51,20249,,,0.6171875,0.642155647277832,,
51,20299,,,0.734375,0.5683965682983398,,
51,20349,,,0.796875,0.5545333623886108,,
51,20399,,,0.6953125,0.5846463441848755,,
51,20449,,,0.7578125,0.5544075965881348,,
51,20487,,,,,0.7239575982093811,0.572902500629425
52,20499,,,0.703125,0.5861560702323914,,
52,20549,,,0.8125,0.5152961015701294,,
52,20599,,,0.7109375,0.573184609413147,,
52,20649,,,0.75,0.5644268989562988,,
52,20699,,,0.8125,0.537844717502594,,
52,20749,,,0.6953125,0.5853224396705627,,
52,20799,,,0.7890625,0.5318273305892944,,
52,20849,,,0.734375,0.5629454255104065,,
52,20881,,,,,0.7264102697372437,0.5723857879638672
53,20899,,,0.75,0.5778359174728394,,
53,20949,,,0.7890625,0.5243270993232727,,
53,20999,,,0.7890625,0.5482364892959595,,
53,21049,,,0.7109375,0.5865872502326965,,
53,21099,,,0.75,0.5680727958679199,,
53,21149,,,0.7421875,0.5905293226242065,,
53,21199,,,0.7109375,0.5759224891662598,,
53,21249,,,0.7421875,0.5714982151985168,,
53,21275,,,,,0.7250682711601257,0.5719062685966492
54,21299,,,0.7265625,0.5714722275733948,,
54,21349,,,0.7734375,0.5401967763900757,,
54,21399,,,0.7421875,0.5631484389305115,,
54,21449,,,0.671875,0.6012749075889587,,
54,21499,,,0.7265625,0.5648818016052246,,
54,21549,,,0.6875,0.610248863697052,,
54,21599,,,0.703125,0.5849282741546631,,
54,21649,,,0.7265625,0.5752789378166199,,
54,21669,,,,,0.7248831391334534,0.571402370929718
55,21699,,,0.671875,0.6155894994735718,,
55,21749,,,0.703125,0.5886639356613159,,
55,21799,,,0.796875,0.5356329679489136,,
55,21849,,,0.609375,0.6229895353317261,,
55,21899,,,0.7265625,0.562436580657959,,
55,21949,,,0.71875,0.5823796987533569,,
55,21999,,,0.71875,0.559152364730835,,
55,22049,,,0.71875,0.5651441216468811,,
55,22063,,,,,0.7273358106613159,0.5708104372024536
56,22099,,,0.6875,0.6033890247344971,,
56,22149,,,0.7890625,0.5380536317825317,,
56,22199,,,0.734375,0.5583676099777222,,
56,22249,,,0.6953125,0.5990681052207947,,
56,22299,,,0.7578125,0.5776612162590027,,
56,22349,,,0.765625,0.5396638512611389,,
56,22399,,,0.6171875,0.6237342953681946,,
56,22449,,,0.65625,0.5977388620376587,,
56,22457,,,,,0.7252996563911438,0.5703726410865784
57,22499,,,0.6640625,0.5853053331375122,,
57,22549,,,0.7265625,0.5866467952728271,,
57,22599,,,0.796875,0.5264274477958679,,
57,22649,,,0.6328125,0.6163277626037598,,
57,22699,,,0.71875,0.5695075392723083,,
57,22749,,,0.78125,0.5457420349121094,,
57,22799,,,0.7890625,0.5492618083953857,,
57,22849,,,0.734375,0.558655858039856,,
57,22851,,,,,0.7296959757804871,0.5709853768348694
58,22899,,,0.78125,0.5499011874198914,,
58,22949,,,0.8046875,0.5110307335853577,,
58,22999,,,0.7265625,0.5768855810165405,,
58,23049,,,0.75,0.5626689195632935,,
58,23099,,,0.6953125,0.5874263048171997,,
58,23149,,,0.7265625,0.5716886520385742,,
58,23199,,,0.765625,0.5533362030982971,,
58,23245,,,,,0.7258549928665161,0.5694813132286072
59,23249,,,0.734375,0.5841056108474731,,
59,23299,,,0.7265625,0.5653802156448364,,
59,23349,,,0.6171875,0.6391641497612,,
59,23399,,,0.703125,0.5705155730247498,,
59,23449,,,0.6796875,0.5779452919960022,,
59,23499,,,0.7109375,0.5872309803962708,,
59,23549,,,0.765625,0.5429580211639404,,
59,23599,,,0.6953125,0.5957682132720947,,
59,23639,,,,,0.7274283766746521,0.5691794157028198
60,23649,,,0.734375,0.5791534185409546,,
60,23699,,,0.7578125,0.5582133531570435,,
60,23749,,,0.734375,0.5672320127487183,,
60,23799,,,0.7421875,0.579204797744751,,
60,23849,,,0.8125,0.5259184837341309,,
60,23899,,,0.703125,0.5777020454406738,,
60,23949,,,0.78125,0.5481463670730591,,
60,23999,,,0.6953125,0.6017822027206421,,
60,24033,,,,,0.7309917211532593,0.5693461298942566
61,24049,,,0.765625,0.5472401976585388,,
61,24099,,,0.7890625,0.5256279706954956,,
61,24149,,,0.8046875,0.5416883826255798,,
61,24199,,,0.7265625,0.5664787292480469,,
61,24249,,,0.75,0.5704333186149597,,
61,24299,,,0.7734375,0.5578293204307556,,
61,24349,,,0.6875,0.6102089285850525,,
61,24399,,,0.75,0.5513930320739746,,
61,24427,,,,,0.7303901314735413,0.5684946179389954
62,24449,,,0.7421875,0.5658009052276611,,
62,24499,,,0.75,0.5514772534370422,,
62,24549,,,0.6875,0.5869565010070801,,
62,24599,,,0.734375,0.5686411261558533,,
62,24649,,,0.71875,0.5712888836860657,,
62,24699,,,0.7421875,0.5466663837432861,,
62,24749,,,0.7265625,0.5694409012794495,,
62,24799,,,0.78125,0.553113579750061,,
62,24821,,,,,0.7304826974868774,0.5683085918426514
63,24849,,,0.765625,0.5487546920776367,,
63,24899,,,0.703125,0.5770595073699951,,
63,24949,,,0.796875,0.5479236841201782,,
63,24999,,,0.75,0.5594300031661987,,
63,25049,,,0.75,0.5581809282302856,,
63,25099,,,0.734375,0.5557806491851807,,
63,25149,,,0.7109375,0.5766491293907166,,
63,25199,,,0.71875,0.5743048191070557,,
63,25215,,,,,0.7248368859291077,0.5687081813812256
64,25249,,,0.75,0.5625641345977783,,
64,25299,,,0.78125,0.5574035048484802,,
64,25349,,,0.7265625,0.5599974393844604,,
64,25399,,,0.7421875,0.5721627473831177,,
64,25449,,,0.8046875,0.5281345248222351,,
64,25499,,,0.7578125,0.5427188873291016,,
64,25549,,,0.7265625,0.559882640838623,,
64,25599,,,0.7265625,0.5781787037849426,,
64,25609,,,,,0.7315470576286316,0.5676476955413818
65,25649,,,0.765625,0.5632730722427368,,
65,25699,,,0.71875,0.5792175531387329,,
65,25749,,,0.734375,0.5672857761383057,,
65,25799,,,0.671875,0.5918421149253845,,
65,25849,,,0.6875,0.581337571144104,,
65,25899,,,0.7265625,0.5466099977493286,,
65,25949,,,0.734375,0.565132737159729,,
65,25999,,,0.7421875,0.5408878326416016,,
65,26003,,,,,0.7314082384109497,0.5674189925193787
66,26049,,,0.6953125,0.5768665075302124,,
66,26099,,,0.7421875,0.5479258298873901,,
