epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,49,,,0.5625,0.6925742030143738,,
0,99,,,0.5,0.6930350661277771,,
0,149,,,0.453125,0.6933915615081787,,
0,199,,,0.4921875,0.6931964755058289,,
0,249,,,0.4765625,0.6937129497528076,,
0,299,,,0.5625,0.6925190687179565,,
0,349,,,0.484375,0.6941064596176147,,
0,393,,,,,0.500485897064209,0.6924183964729309
1,399,,,0.5546875,0.6921957731246948,,
1,449,,,0.5234375,0.6910384893417358,,
1,499,,,0.5078125,0.6921062469482422,,
1,549,,,0.5390625,0.6908586621284485,,
1,599,,,0.6015625,0.6911764144897461,,
1,649,,,0.5,0.6918376684188843,,
1,699,,,0.46875,0.6919506788253784,,
1,749,,,0.4921875,0.689829409122467,,
1,787,,,,,0.5865148901939392,0.6898186206817627
2,799,,,0.4375,0.6961055994033813,,
2,849,,,0.5,0.6896149516105652,,
2,899,,,0.6875,0.6860774755477905,,
2,949,,,0.5546875,0.6859831809997559,,
2,999,,,0.59375,0.6870124340057373,,
2,1049,,,0.59375,0.6866260766983032,,
2,1099,,,0.6484375,0.6777483224868774,,
2,1149,,,0.671875,0.6790763735771179,,
2,1181,,,,,0.6475079655647278,0.6767738461494446
3,1199,,,0.6640625,0.6741397380828857,,
3,1249,,,0.6015625,0.6774494647979736,,
3,1299,,,0.5703125,0.673460066318512,,
3,1349,,,0.59375,0.666031002998352,,
3,1399,,,0.6640625,0.6672463417053223,,
3,1449,,,0.65625,0.6592144966125488,,
3,1499,,,0.625,0.6544991731643677,,
3,1549,,,0.65625,0.6532876491546631,,
3,1575,,,,,0.6486186385154724,0.6519227623939514
4,1599,,,0.625,0.6463510394096375,,
4,1649,,,0.6640625,0.6452680230140686,,
4,1699,,,0.625,0.6548739671707153,,
4,1749,,,0.6953125,0.6335281133651733,,
4,1799,,,0.6953125,0.6279590725898743,,
4,1849,,,0.7578125,0.6115339994430542,,
4,1899,,,0.6015625,0.6635240316390991,,
4,1949,,,0.6484375,0.6412402391433716,,
4,1969,,,,,0.6570873260498047,0.6363592743873596
5,1999,,,0.703125,0.6158097982406616,,
5,2049,,,0.671875,0.6348520517349243,,
5,2099,,,0.7109375,0.6307026743888855,,
5,2149,,,0.7109375,0.6244711875915527,,
5,2199,,,0.6015625,0.6535479426383972,,
5,2249,,,0.6953125,0.6349430680274963,,
5,2299,,,0.71875,0.6013087630271912,,
5,2349,,,0.6328125,0.6350268125534058,,
5,2363,,,,,0.6588921546936035,0.629444420337677
6,2399,,,0.640625,0.6362786293029785,,
6,2449,,,0.6484375,0.6288028359413147,,
6,2499,,,0.6953125,0.5986851453781128,,
6,2549,,,0.7109375,0.5969066023826599,,
6,2599,,,0.5859375,0.6571395397186279,,
6,2649,,,0.625,0.6391451954841614,,
6,2699,,,0.625,0.6519853472709656,,
6,2749,,,0.7265625,0.5981847047805786,,
6,2757,,,,,0.6592623591423035,0.6244673132896423
7,2799,,,0.65625,0.626032829284668,,
7,2849,,,0.640625,0.6410554647445679,,
7,2899,,,0.7109375,0.6074627637863159,,
7,2949,,,0.6796875,0.6150388717651367,,
7,2999,,,0.6640625,0.6256147623062134,,
7,3049,,,0.65625,0.6204389333724976,,
7,3099,,,0.609375,0.6518276333808899,,
7,3149,,,0.6328125,0.6175860166549683,,
7,3151,,,,,0.6585218906402588,0.6204357743263245
8,3199,,,0.6484375,0.6299482583999634,,
8,3249,,,0.6953125,0.6104671359062195,,
8,3299,,,0.578125,0.6600753664970398,,
8,3349,,,0.6484375,0.6179986596107483,,
8,3399,,,0.59375,0.6541839838027954,,
8,3449,,,0.625,0.6429895758628845,,
8,3499,,,0.6796875,0.6130927801132202,,
8,3545,,,,,0.6536165475845337,0.6193193197250366
9,3549,,,0.6796875,0.6007452011108398,,
9,3599,,,0.6484375,0.6218998432159424,,
9,3649,,,0.6640625,0.6151993274688721,,
9,3699,,,0.65625,0.6302321553230286,,
9,3749,,,0.6484375,0.6271557211875916,,
9,3799,,,0.6015625,0.6518686413764954,,
9,3849,,,0.6953125,0.6061823964118958,,
9,3899,,,0.6640625,0.6311691999435425,,
9,3939,,,,,0.6569021940231323,0.6161925792694092
10,3949,,,0.703125,0.6073660254478455,,
10,3999,,,0.640625,0.627085268497467,,
10,4049,,,0.671875,0.6142915487289429,,
10,4099,,,0.6640625,0.6165945529937744,,
10,4149,,,0.6875,0.6012978553771973,,
10,4199,,,0.734375,0.5664820671081543,,
10,4249,,,0.6640625,0.6275337934494019,,
10,4299,,,0.6171875,0.6344249844551086,,
10,4333,,,,,0.6559766530990601,0.6144151091575623
11,4349,,,0.640625,0.6183194518089294,,
11,4399,,,0.6484375,0.6171873807907104,,
11,4449,,,0.640625,0.6261125802993774,,
11,4499,,,0.609375,0.6317965984344482,,
11,4549,,,0.6328125,0.6137231588363647,,
11,4599,,,0.671875,0.6228817701339722,,
11,4649,,,0.640625,0.6240713596343994,,
11,4699,,,0.6015625,0.6176780462265015,,
11,4727,,,,,0.6574112772941589,0.6124875545501709
12,4749,,,0.71875,0.5872576236724854,,
12,4799,,,0.65625,0.6149676442146301,,
12,4849,,,0.703125,0.6062471866607666,,
12,4899,,,0.640625,0.6129488348960876,,
12,4949,,,0.703125,0.6017732620239258,,
12,4999,,,0.7109375,0.5902223587036133,,
12,5049,,,0.71875,0.5898523330688477,,
12,5099,,,0.703125,0.5954036116600037,,
12,5121,,,,,0.6588921546936035,0.6108116507530212
13,5149,,,0.7421875,0.573959469795227,,
13,5199,,,0.6484375,0.6262680888175964,,
13,5249,,,0.65625,0.6212738752365112,,
13,5299,,,0.6640625,0.6158262491226196,,
13,5349,,,0.6875,0.6091833710670471,,
13,5399,,,0.703125,0.5841904878616333,,
13,5449,,,0.609375,0.6423589587211609,,
13,5499,,,0.6015625,0.6376322507858276,,
13,5515,,,,,0.6579203009605408,0.6099289059638977
14,5549,,,0.640625,0.6165659427642822,,
14,5599,,,0.6796875,0.5837777853012085,,
14,5649,,,0.5546875,0.6484023928642273,,
14,5699,,,0.6875,0.6031848192214966,,
14,5749,,,0.6640625,0.6156866550445557,,
14,5799,,,0.6875,0.589701771736145,,
14,5849,,,0.6796875,0.5997408032417297,,
14,5899,,,0.578125,0.6396645307540894,,
14,5909,,,,,0.6559303998947144,0.6089839339256287
15,5949,,,0.65625,0.600662112236023,,
15,5999,,,0.6015625,0.6302525997161865,,
15,6049,,,0.6484375,0.6192488074302673,,
15,6099,,,0.6796875,0.5947645902633667,,
15,6149,,,0.6953125,0.5959597826004028,,
15,6199,,,0.65625,0.6216596961021423,,
15,6249,,,0.7109375,0.5954192876815796,,
15,6299,,,0.6484375,0.6101571321487427,,
15,6303,,,,,0.6530612111091614,0.6086018681526184
16,6349,,,0.671875,0.6114901304244995,,
16,6399,,,0.6171875,0.6005289554595947,,
16,6449,,,0.6640625,0.5938789248466492,,
16,6499,,,0.6640625,0.6042981147766113,,
16,6549,,,0.671875,0.5986486077308655,,
16,6599,,,0.6328125,0.6110324859619141,,
16,6649,,,0.6953125,0.5990051031112671,,
16,6697,,,,,0.6600953340530396,0.6072443127632141
17,6699,,,0.6640625,0.6077953577041626,,
17,6749,,,0.65625,0.6066989898681641,,
17,6799,,,0.65625,0.60767662525177,,
17,6849,,,0.65625,0.6225340366363525,,
17,6899,,,0.640625,0.6112351417541504,,
17,6949,,,0.609375,0.6158860921859741,,
17,6999,,,0.59375,0.6116074323654175,,
17,7049,,,0.640625,0.6331313848495483,,
17,7091,,,,,0.6564857363700867,0.6057852506637573
18,7099,,,0.6953125,0.613987922668457,,
18,7149,,,0.6640625,0.6003397703170776,,
18,7199,,,0.640625,0.6088361144065857,,
18,7249,,,0.6796875,0.5987969636917114,,
18,7299,,,0.6640625,0.598569393157959,,
18,7349,,,0.6953125,0.5909526348114014,,
18,7399,,,0.671875,0.6066741943359375,,
18,7449,,,0.625,0.607393741607666,,
18,7485,,,,,0.6606969237327576,0.604357898235321
19,7499,,,0.6796875,0.6094733476638794,,
19,7549,,,0.6640625,0.6318090558052063,,
19,7599,,,0.6484375,0.5955166220664978,,
19,7649,,,0.671875,0.5989676713943481,,
19,7699,,,0.6171875,0.620159387588501,,
19,7749,,,0.6640625,0.6087948083877563,,
19,7799,,,0.6875,0.6150529384613037,,
19,7849,,,0.71875,0.5675110816955566,,
19,7879,,,,,0.6602804660797119,0.6054539084434509
20,7899,,,0.6640625,0.6380860805511475,,
20,7949,,,0.65625,0.6107007265090942,,
20,7999,,,0.75,0.5582432746887207,,
20,8049,,,0.6640625,0.6097075939178467,,
20,8099,,,0.6484375,0.5989140272140503,,
20,8149,,,0.6484375,0.590476393699646,,
20,8199,,,0.6953125,0.6096208691596985,,
20,8249,,,0.703125,0.5969897508621216,,
20,8273,,,,,0.6925355195999146,0.6037073731422424
21,8299,,,0.75,0.5635700225830078,,
21,8349,,,0.6328125,0.6187068223953247,,
21,8399,,,0.640625,0.6158788204193115,,
21,8449,,,0.6796875,0.5969973802566528,,
21,8499,,,0.65625,0.6173423528671265,,
21,8549,,,0.59375,0.6277902126312256,,
21,8599,,,0.7109375,0.5825439691543579,,
21,8649,,,0.640625,0.60737144947052,,
21,8667,,,,,0.6618075966835022,0.601035475730896
